case_id,fold,mode,method,threshold,vol_bin,gt_vox,pred_vox,lesionwise_dice_mean,lesion_tp,lesion_fn,lesion_fp,flood_gt_10000_vox,correct_absent_pred_lt_10_vox
BraTS-GLI-00009-101,4,pre_filter,otsu_T1c,0.0,large,11334,14599,0.26700639724731445,1.0,1.0,0.0,True,
BraTS-GLI-00009-101,4,post_filter,otsu_T1c,0.0,large,11334,14599,0.26700639724731445,1.0,1.0,0.0,True,
BraTS-GLI-00009-101,4,pre_filter,gmm_T1c,0.0,large,11334,21499,0.27598926424980164,1.0,1.0,0.0,True,
BraTS-GLI-00009-101,4,post_filter,gmm_T1c,0.0,large,11334,21499,0.27598926424980164,1.0,1.0,0.0,True,
BraTS-GLI-00009-101,4,pre_filter,sustraccion,0.0,large,11334,18353,0.0049380832351744175,1.0,1.0,64.0,True,
BraTS-GLI-00009-101,4,post_filter,sustraccion,0.0,large,11334,18353,0.0049380832351744175,1.0,1.0,64.0,True,
BraTS-GLI-00009-101,4,pre_filter,gmm_2d,0.0,large,11334,35515,0.009548770263791084,1.0,1.0,54.0,True,
BraTS-GLI-00009-101,4,post_filter,gmm_2d,0.0,large,11334,35515,0.009548770263791084,1.0,1.0,54.0,True,
BraTS-GLI-00009-101,4,pre_filter,variational_spline,0.0,large,11334,21555,0.2763710618019104,1.0,1.0,0.0,True,
BraTS-GLI-00009-101,4,post_filter,variational_spline,0.0,large,11334,21555,0.2763710618019104,1.0,1.0,0.0,True,
BraTS-GLI-00009-101,4,pre_filter,otsu_T1c,0.001,large,11334,3725,0.015241503715515137,1.0,1.0,6.0,False,
BraTS-GLI-00009-101,4,post_filter,otsu_T1c,0.001,large,11334,14599,0.26700639724731445,1.0,1.0,0.0,True,
BraTS-GLI-00009-101,4,pre_filter,gmm_T1c,0.001,large,11334,5842,0.026489533483982086,1.0,1.0,7.0,False,
BraTS-GLI-00009-101,4,post_filter,gmm_T1c,0.001,large,11334,21499,0.27598926424980164,1.0,1.0,0.0,True,
BraTS-GLI-00009-101,4,pre_filter,sustraccion,0.001,large,11334,5850,0.0008638298022560775,1.0,1.0,38.0,False,
BraTS-GLI-00009-101,4,post_filter,sustraccion,0.001,large,11334,12056,0.0006201919168233871,1.0,1.0,26.0,True,
BraTS-GLI-00009-101,4,pre_filter,gmm_2d,0.001,large,11334,12288,0.0011175265535712242,1.0,1.0,37.0,True,
BraTS-GLI-00009-101,4,post_filter,gmm_2d,0.001,large,11334,28092,0.021389245986938477,1.0,1.0,23.0,True,
BraTS-GLI-00009-101,4,pre_filter,variational_spline,0.001,large,11334,5842,0.026489533483982086,1.0,1.0,7.0,False,
BraTS-GLI-00009-101,4,post_filter,variational_spline,0.001,large,11334,21555,0.2763710618019104,1.0,1.0,0.0,True,
BraTS-GLI-00009-101,4,pre_filter,otsu_T1c,0.002,large,11334,2873,0.006690777838230133,1.0,1.0,8.0,False,
BraTS-GLI-00009-101,4,post_filter,otsu_T1c,0.002,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,gmm_T1c,0.002,large,11334,4615,0.0163579024374485,1.0,1.0,6.0,False,
BraTS-GLI-00009-101,4,post_filter,gmm_T1c,0.002,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,sustraccion,0.002,large,11334,4747,0.0006177627947181463,1.0,1.0,34.0,False,
BraTS-GLI-00009-101,4,post_filter,sustraccion,0.002,large,11334,11901,8.157993579516187e-05,1.0,1.0,24.0,True,
BraTS-GLI-00009-101,4,pre_filter,gmm_2d,0.002,large,11334,10533,0.0009648411651141942,1.0,1.0,34.0,True,
BraTS-GLI-00009-101,4,post_filter,gmm_2d,0.002,large,11334,22225,0.00021419172117020935,1.0,1.0,20.0,True,
BraTS-GLI-00009-101,4,pre_filter,variational_spline,0.002,large,11334,4615,0.0163579024374485,1.0,1.0,6.0,False,
BraTS-GLI-00009-101,4,post_filter,variational_spline,0.002,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,otsu_T1c,0.005,large,11334,1759,0.004586963914334774,1.0,1.0,6.0,False,
BraTS-GLI-00009-101,4,post_filter,otsu_T1c,0.005,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,gmm_T1c,0.005,large,11334,2830,0.004686096683144569,1.0,1.0,7.0,False,
BraTS-GLI-00009-101,4,post_filter,gmm_T1c,0.005,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,sustraccion,0.005,large,11334,3020,0.0003796266973949969,1.0,1.0,27.0,False,
BraTS-GLI-00009-101,4,post_filter,sustraccion,0.005,large,11334,945,0.0001178376842290163,1.0,1.0,16.0,False,
BraTS-GLI-00009-101,4,pre_filter,gmm_2d,0.005,large,11334,7745,0.0008480775868520141,1.0,1.0,25.0,False,
BraTS-GLI-00009-101,4,post_filter,gmm_2d,0.005,large,11334,3709,0.000362478313036263,1.0,1.0,11.0,False,
BraTS-GLI-00009-101,4,pre_filter,variational_spline,0.005,large,11334,2830,0.004686096683144569,1.0,1.0,7.0,False,
BraTS-GLI-00009-101,4,post_filter,variational_spline,0.005,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,otsu_T1c,0.01,large,11334,713,0.0038750972598791122,1.0,1.0,3.0,False,
BraTS-GLI-00009-101,4,post_filter,otsu_T1c,0.01,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,gmm_T1c,0.01,large,11334,1262,0.004752675537019968,1.0,1.0,3.0,False,
BraTS-GLI-00009-101,4,post_filter,gmm_T1c,0.01,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,sustraccion,0.01,large,11334,1494,0.0,0.0,2.0,16.0,False,
BraTS-GLI-00009-101,4,post_filter,sustraccion,0.01,large,11334,539,0.0,0.0,2.0,9.0,False,
BraTS-GLI-00009-101,4,pre_filter,gmm_2d,0.01,large,11334,4799,0.00041613317443989217,1.0,1.0,20.0,False,
BraTS-GLI-00009-101,4,post_filter,gmm_2d,0.01,large,11334,2525,0.0,0.0,2.0,5.0,False,
BraTS-GLI-00009-101,4,pre_filter,variational_spline,0.01,large,11334,1262,0.004752675537019968,1.0,1.0,3.0,False,
BraTS-GLI-00009-101,4,post_filter,variational_spline,0.01,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,otsu_T1c,0.02,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,post_filter,otsu_T1c,0.02,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,gmm_T1c,0.02,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,post_filter,gmm_T1c,0.02,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,sustraccion,0.02,large,11334,536,0.0,0.0,2.0,8.0,False,
BraTS-GLI-00009-101,4,post_filter,sustraccion,0.02,large,11334,271,0.0,0.0,2.0,3.0,False,
BraTS-GLI-00009-101,4,pre_filter,gmm_2d,0.02,large,11334,724,0.0,0.0,2.0,8.0,False,
BraTS-GLI-00009-101,4,post_filter,gmm_2d,0.02,large,11334,223,0.0,0.0,2.0,3.0,False,
BraTS-GLI-00009-101,4,pre_filter,variational_spline,0.02,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,post_filter,variational_spline,0.02,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,otsu_T1c,0.05,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,post_filter,otsu_T1c,0.05,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,gmm_T1c,0.05,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,post_filter,gmm_T1c,0.05,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,sustraccion,0.05,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,post_filter,sustraccion,0.05,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,gmm_2d,0.05,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,post_filter,gmm_2d,0.05,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,variational_spline,0.05,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,post_filter,variational_spline,0.05,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,otsu_T1c,0.1,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,post_filter,otsu_T1c,0.1,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,pre_filter,gmm_T1c,0.1,large,11334,0,0.0,0.0,2.0,0.0,False,
BraTS-GLI-00009-101,4,post_filter,gmm_T1c,0.1,large,11334,0,0.0,0.0,2.0,0.0,False,
