case_id,fold,method,vol_bin,k_top_persistent_components,gt_vox,pred_vox,global_dice,global_jaccard,overseg_ratio,correct_absent_pred_lt_10_vox,flood_gt_10000_vox,gt_components,pred_components,matched_components,lesion_tp,lesion_fn,lesion_fp,lesion_dice_sum,lesionwise_dice_mean,lesionwise_dice_median,lesion_detection_rate_dice_gt_0,lesion_detection_rate_dice_ge_0_1
BraTS-GLI-00009-101,4,otsu_T1c,large,0,11334,0,0.0,0.0,0.0,,False,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00009-101,4,otsu_T1c,large,1,11334,14599,0.5336058304091312,0.3638897654359945,1.288071289924122,,True,2,1,1.0,1.0,1.0,0.0,0.5340127944946289,0.2670063972473144,0.2670063972473144,0.5,0.5
BraTS-GLI-00009-101,4,otsu_T1c,large,2,11334,14599,0.5336058304091312,0.3638897654359945,1.288071289924122,,True,2,1,1.0,1.0,1.0,0.0,0.5340127944946289,0.2670063972473144,0.2670063972473144,0.5,0.5
BraTS-GLI-00009-101,4,otsu_T1c,large,3,11334,14599,0.5336058304091312,0.3638897654359945,1.288071289924122,,True,2,1,1.0,1.0,1.0,0.0,0.5340127944946289,0.2670063972473144,0.2670063972473144,0.5,0.5
BraTS-GLI-00009-101,4,otsu_T1c,large,4,11334,14599,0.5336058304091312,0.3638897654359945,1.288071289924122,,True,2,1,1.0,1.0,1.0,0.0,0.5340127944946289,0.2670063972473144,0.2670063972473144,0.5,0.5
BraTS-GLI-00009-101,4,otsu_T1c,large,5,11334,14599,0.5336058304091312,0.3638897654359945,1.288071289924122,,True,2,1,1.0,1.0,1.0,0.0,0.5340127944946289,0.2670063972473144,0.2670063972473144,0.5,0.5
BraTS-GLI-00009-101,4,gmm_T1c,large,0,11334,0,0.0,0.0,0.0,,False,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00009-101,4,gmm_T1c,large,1,11334,21499,0.5517619468217951,0.3809884332281809,1.8968590082936296,,True,2,1,1.0,1.0,1.0,0.0,0.5519785284996033,0.2759892642498016,0.2759892642498016,0.5,0.5
BraTS-GLI-00009-101,4,gmm_T1c,large,2,11334,21499,0.5517619468217951,0.3809884332281809,1.8968590082936296,,True,2,1,1.0,1.0,1.0,0.0,0.5519785284996033,0.2759892642498016,0.2759892642498016,0.5,0.5
BraTS-GLI-00009-101,4,gmm_T1c,large,3,11334,21499,0.5517619468217951,0.3809884332281809,1.8968590082936296,,True,2,1,1.0,1.0,1.0,0.0,0.5519785284996033,0.2759892642498016,0.2759892642498016,0.5,0.5
BraTS-GLI-00009-101,4,gmm_T1c,large,4,11334,21499,0.5517619468217951,0.3809884332281809,1.8968590082936296,,True,2,1,1.0,1.0,1.0,0.0,0.5519785284996033,0.2759892642498016,0.2759892642498016,0.5,0.5
BraTS-GLI-00009-101,4,gmm_T1c,large,5,11334,21499,0.5517619468217951,0.3809884332281809,1.8968590082936296,,True,2,1,1.0,1.0,1.0,0.0,0.5519785284996033,0.2759892642498016,0.2759892642498016,0.5,0.5
BraTS-GLI-00009-101,4,sustraccion,large,0,11334,0,0.0,0.0,0.0,,False,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00009-101,4,sustraccion,large,1,11334,10586,0.0,0.0,0.9340038821245809,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00009-101,4,sustraccion,large,2,11334,11439,0.000263469898564,0.0001317523056653,1.00926416093171,,True,2,2,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00009-101,4,sustraccion,large,3,11334,11955,0.0002576323586242,0.0001288327750579,1.0547908946532556,,True,2,3,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00009-101,4,sustraccion,large,4,11334,12199,0.0002549611184294,0.0001274968125796,1.0763190400564673,,True,2,4,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00009-101,4,sustraccion,large,5,11334,12356,0.0002532714225411,0.000126651749905,1.0901711664019764,,True,2,5,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00009-101,4,gmm_2d,large,0,11334,0,0.0,0.0,0.0,,False,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00009-101,4,gmm_2d,large,1,11334,1962,0.0012033694344163,0.0006020469596628,0.1731074642668078,,False,2,1,1.0,1.0,1.0,0.0,0.0006030908552929,0.0003015454276464,0.0003015454276464,0.5,0.0
BraTS-GLI-00009-101,4,gmm_2d,large,2,11334,2500,0.0011565707676738,0.0005786199913207,0.2205752602788071,,False,2,2,1.0,1.0,1.0,1.0,0.0006030908552929,0.0002010302850976,0.0003015454276464,0.5,0.0
BraTS-GLI-00009-101,4,gmm_2d,large,3,11334,2605,0.0011478585264366,0.0005742588471753,0.229839421210517,,False,2,3,1.0,1.0,1.0,2.0,0.0006030908552929,0.0001507727138232,0.0003015454276464,0.5,0.0
BraTS-GLI-00009-101,4,gmm_2d,large,4,11334,2676,0.0011420413990007,0.0005713469504356,0.2361037586024351,,False,2,4,1.0,1.0,1.0,3.0,0.0006030908552929,0.0001206181696034,0.0003015454276464,0.5,0.0
BraTS-GLI-00009-101,4,gmm_2d,large,5,11334,2743,0.0011366058108972,0.000568626057289,0.2420151755779072,,False,2,5,1.0,1.0,1.0,4.0,0.0006030908552929,0.0001005151425488,0.0003015454276464,0.5,0.0
BraTS-GLI-00009-101,4,variational_spline,large,0,11334,0,0.0,0.0,0.0,,False,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00009-101,4,variational_spline,large,1,11334,21555,0.5525251603879716,0.3817165903457547,1.901799894123875,,True,2,1,1.0,1.0,1.0,0.0,0.5527421236038208,0.2763710618019104,0.2763710618019104,0.5,0.5
BraTS-GLI-00009-101,4,variational_spline,large,2,11334,21555,0.5525251603879716,0.3817165903457547,1.901799894123875,,True,2,1,1.0,1.0,1.0,0.0,0.5527421236038208,0.2763710618019104,0.2763710618019104,0.5,0.5
BraTS-GLI-00009-101,4,variational_spline,large,3,11334,21555,0.5525251603879716,0.3817165903457547,1.901799894123875,,True,2,1,1.0,1.0,1.0,0.0,0.5527421236038208,0.2763710618019104,0.2763710618019104,0.5,0.5
BraTS-GLI-00009-101,4,variational_spline,large,4,11334,21555,0.5525251603879716,0.3817165903457547,1.901799894123875,,True,2,1,1.0,1.0,1.0,0.0,0.5527421236038208,0.2763710618019104,0.2763710618019104,0.5,0.5
BraTS-GLI-00009-101,4,variational_spline,large,5,11334,21555,0.5525251603879716,0.3817165903457547,1.901799894123875,,True,2,1,1.0,1.0,1.0,0.0,0.5527421236038208,0.2763710618019104,0.2763710618019104,0.5,0.5
BraTS-GLI-00046-100,1,otsu_T1c,medium,0,6187,0,0.0,0.0,0.0,,False,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,otsu_T1c,medium,1,6187,10577,0.0,0.0,1.7095522870534994,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,otsu_T1c,medium,2,6187,10577,0.0,0.0,1.7095522870534994,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,otsu_T1c,medium,3,6187,10577,0.0,0.0,1.7095522870534994,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,otsu_T1c,medium,4,6187,10577,0.0,0.0,1.7095522870534994,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,otsu_T1c,medium,5,6187,10577,0.0,0.0,1.7095522870534994,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_T1c,medium,0,6187,0,0.0,0.0,0.0,,False,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_T1c,medium,1,6187,11199,0.0,0.0,1.8100856634879583,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_T1c,medium,2,6187,11199,0.0,0.0,1.8100856634879583,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_T1c,medium,3,6187,11199,0.0,0.0,1.8100856634879583,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_T1c,medium,4,6187,11199,0.0,0.0,1.8100856634879583,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_T1c,medium,5,6187,11199,0.0,0.0,1.8100856634879583,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,sustraccion,medium,0,6187,0,0.0,0.0,0.0,,False,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,sustraccion,medium,1,6187,14700,0.0,0.0,2.3759495716825603,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,sustraccion,medium,2,6187,21082,0.0,0.0,3.407467270082431,,True,2,2,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,sustraccion,medium,3,6187,26160,0.1312022753269236,0.0702067824648469,4.228220462259577,,True,2,3,1.0,1.0,1.0,2.0,0.3787932991981506,0.0946983247995376,0.1893966495990753,0.5,0.5
BraTS-GLI-00046-100,1,sustraccion,medium,4,6187,30384,0.1160482349402532,0.0615983047403407,4.910942298367545,,True,2,4,1.0,1.0,1.0,3.0,0.3787932991981506,0.075758658349514,0.1893966495990753,0.5,0.5
BraTS-GLI-00046-100,1,sustraccion,medium,5,6187,34157,0.1051953202458853,0.0555177646381665,5.520769355099402,,True,2,5,1.0,1.0,1.0,4.0,0.3787932991981506,0.0631322190165519,0.1893966495990753,0.5,0.5
BraTS-GLI-00046-100,1,gmm_2d,medium,0,6187,0,0.0,0.0,0.0,,False,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_2d,medium,1,6187,452950,0.0141744185286744,0.0071377963205471,73.20995636010991,,True,2,1,1.0,1.0,1.0,0.0,0.0139105506241321,0.006955275312066,0.006955275312066,0.5,0.0
BraTS-GLI-00046-100,1,gmm_2d,medium,2,6187,453320,0.0141630051337629,0.0071320078991261,73.26975917245838,,True,2,2,1.0,1.0,1.0,1.0,0.0139105506241321,0.004636850208044,0.006955275312066,0.5,0.0
BraTS-GLI-00046-100,1,gmm_2d,medium,3,6187,453345,0.0141622346213103,0.0071316171281543,73.27379990302246,,True,2,3,1.0,1.0,1.0,2.0,0.0139105506241321,0.003477637656033,0.006955275312066,0.5,0.0
BraTS-GLI-00046-100,1,gmm_2d,medium,4,6187,453449,0.0141590301891061,0.0071299919804023,73.29060934216906,,True,2,4,1.0,1.0,1.0,3.0,0.0139105506241321,0.0027821101248264,0.006955275312066,0.5,0.0
BraTS-GLI-00046-100,1,gmm_2d,medium,5,6187,453996,0.0141421999508891,0.0071214565063718,73.37902052691126,,True,2,5,1.0,1.0,1.0,4.0,0.0139105506241321,0.002318425104022,0.006955275312066,0.5,0.0
BraTS-GLI-00046-100,1,variational_spline,medium,0,6187,0,0.0,0.0,0.0,,False,2,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,variational_spline,medium,1,6187,11199,0.0,0.0,1.8100856634879583,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,variational_spline,medium,2,6187,11199,0.0,0.0,1.8100856634879583,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,variational_spline,medium,3,6187,11199,0.0,0.0,1.8100856634879583,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,variational_spline,medium,4,6187,11199,0.0,0.0,1.8100856634879583,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,variational_spline,medium,5,6187,11199,0.0,0.0,1.8100856634879583,,True,2,1,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00543-101,2,otsu_T1c,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,absent,1,0,13935,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,absent,2,0,13935,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,absent,3,0,13935,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,absent,4,0,13935,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,otsu_T1c,absent,5,0,13935,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,absent,1,0,16769,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,absent,2,0,16769,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,absent,3,0,16769,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,absent,4,0,16769,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,gmm_T1c,absent,5,0,16769,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,sustraccion,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00543-101,2,sustraccion,absent,1,0,21555,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,sustraccion,absent,2,0,22987,,,,False,True,0,2,,,,,,,,,
BraTS-GLI-00543-101,2,sustraccion,absent,3,0,24249,,,,False,True,0,3,,,,,,,,,
BraTS-GLI-00543-101,2,sustraccion,absent,4,0,25311,,,,False,True,0,4,,,,,,,,,
BraTS-GLI-00543-101,2,sustraccion,absent,5,0,25972,,,,False,True,0,5,,,,,,,,,
BraTS-GLI-00543-101,2,gmm_2d,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00543-101,2,gmm_2d,absent,1,0,6030,,,,False,False,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,gmm_2d,absent,2,0,8455,,,,False,False,0,2,,,,,,,,,
BraTS-GLI-00543-101,2,gmm_2d,absent,3,0,8717,,,,False,False,0,3,,,,,,,,,
BraTS-GLI-00543-101,2,gmm_2d,absent,4,0,8960,,,,False,False,0,4,,,,,,,,,
BraTS-GLI-00543-101,2,gmm_2d,absent,5,0,9181,,,,False,False,0,5,,,,,,,,,
BraTS-GLI-00543-101,2,variational_spline,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00543-101,2,variational_spline,absent,1,0,16775,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,variational_spline,absent,2,0,16775,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,variational_spline,absent,3,0,16775,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,variational_spline,absent,4,0,16775,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00543-101,2,variational_spline,absent,5,0,16775,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,otsu_T1c,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00548-100,1,otsu_T1c,absent,1,0,13841,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,otsu_T1c,absent,2,0,13841,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,otsu_T1c,absent,3,0,13841,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,otsu_T1c,absent,4,0,13841,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,otsu_T1c,absent,5,0,13841,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,gmm_T1c,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00548-100,1,gmm_T1c,absent,1,0,1109623,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,gmm_T1c,absent,2,0,1109623,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,gmm_T1c,absent,3,0,1109623,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,gmm_T1c,absent,4,0,1109623,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,gmm_T1c,absent,5,0,1109623,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,sustraccion,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00548-100,1,sustraccion,absent,1,0,85384,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,sustraccion,absent,2,0,87598,,,,False,True,0,2,,,,,,,,,
BraTS-GLI-00548-100,1,sustraccion,absent,3,0,88681,,,,False,True,0,3,,,,,,,,,
BraTS-GLI-00548-100,1,sustraccion,absent,4,0,89718,,,,False,True,0,4,,,,,,,,,
BraTS-GLI-00548-100,1,sustraccion,absent,5,0,90301,,,,False,True,0,5,,,,,,,,,
BraTS-GLI-00548-100,1,gmm_2d,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00548-100,1,gmm_2d,absent,1,0,70417,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,gmm_2d,absent,2,0,76061,,,,False,True,0,2,,,,,,,,,
BraTS-GLI-00548-100,1,gmm_2d,absent,3,0,77455,,,,False,True,0,3,,,,,,,,,
BraTS-GLI-00548-100,1,gmm_2d,absent,4,0,78659,,,,False,True,0,4,,,,,,,,,
BraTS-GLI-00548-100,1,gmm_2d,absent,5,0,79461,,,,False,True,0,5,,,,,,,,,
BraTS-GLI-00548-100,1,variational_spline,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00548-100,1,variational_spline,absent,1,0,209037,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,variational_spline,absent,2,0,209037,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,variational_spline,absent,3,0,209037,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,variational_spline,absent,4,0,209037,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00548-100,1,variational_spline,absent,5,0,209037,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,otsu_T1c,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00549-100,1,otsu_T1c,absent,1,0,13510,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,otsu_T1c,absent,2,0,13510,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,otsu_T1c,absent,3,0,13510,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,otsu_T1c,absent,4,0,13510,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,otsu_T1c,absent,5,0,13510,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,gmm_T1c,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00549-100,1,gmm_T1c,absent,1,0,20792,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,gmm_T1c,absent,2,0,20792,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,gmm_T1c,absent,3,0,20792,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,gmm_T1c,absent,4,0,20792,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,gmm_T1c,absent,5,0,20792,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,sustraccion,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00549-100,1,sustraccion,absent,1,0,79882,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,sustraccion,absent,2,0,81255,,,,False,True,0,2,,,,,,,,,
BraTS-GLI-00549-100,1,sustraccion,absent,3,0,82438,,,,False,True,0,3,,,,,,,,,
BraTS-GLI-00549-100,1,sustraccion,absent,4,0,83260,,,,False,True,0,4,,,,,,,,,
BraTS-GLI-00549-100,1,sustraccion,absent,5,0,83421,,,,False,True,0,5,,,,,,,,,
BraTS-GLI-00549-100,1,gmm_2d,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-00549-100,1,gmm_2d,absent,1,0,54316,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-00549-100,1,gmm_2d,absent,2,0,57084,,,,False,True,0,2,,,,,,,,,
BraTS-GLI-00549-100,1,gmm_2d,absent,3,0,59545,,,,False,True,0,3,,,,,,,,,
BraTS-GLI-00549-100,1,gmm_2d,absent,4,0,61167,,,,False,True,0,4,,,,,,,,,
BraTS-GLI-00549-100,1,gmm_2d,absent,5,0,62571,,,,False,True,0,5,,,,,,,,,
BraTS-GLI-00549-100,1,variational_spline,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
